Chemical,Monitor,reading,direction,Date
Appluimonia,3,0.87683,301.6,2016/12/16 8:00
Chlorodinine,2,0.760502,301.6,2016/12/16 8:00
Methylosmolene,3,0.728839,301.6,2016/12/16 8:00
Appluimonia,8,0.699146,301.6,2016/12/16 8:00
Appluimonia,2,0.616992,301.6,2016/12/16 8:00
Methylosmolene,9,0.616688,301.6,2016/12/16 8:00
Methylosmolene,8,0.49947,301.6,2016/12/16 8:00
Appluimonia,7,0.483928,301.6,2016/12/16 8:00
AGOC-3A,9,0.466332,301.6,2016/12/16 8:00
AGOC-3A,3,0.447348,301.6,2016/12/16 8:00
Chlorodinine,5,0.40218,301.6,2016/12/16 8:00
Methylosmolene,2,0.40048,301.6,2016/12/16 8:00
Appluimonia,5,0.398483,301.6,2016/12/16 8:00
AGOC-3A,5,0.396306,301.6,2016/12/16 8:00
Chlorodinine,6,0.363126,301.6,2016/12/16 8:00
Appluimonia,6,0.338287,301.6,2016/12/16 8:00
Chlorodinine,1,0.295001,301.6,2016/12/16 8:00
Methylosmolene,6,0.203608,301.6,2016/12/16 8:00
AGOC-3A,1,0.201461,301.6,2016/12/16 8:00
AGOC-3A,8,0.174338,301.6,2016/12/16 8:00
Methylosmolene,7,0.133473,301.6,2016/12/16 8:00
Methylosmolene,5,0.11282,301.6,2016/12/16 8:00
AGOC-3A,2,0.100404,301.6,2016/12/16 8:00
AGOC-3A,6,0.0856695,301.6,2016/12/16 8:00
Appluimonia,1,0.0119787,301.6,2016/12/16 8:00
Methylosmolene,1,0.01158,301.6,2016/12/16 8:00
Appluimonia,4,2.07028,301.6,2016/12/16 9:00
Methylosmolene,4,1.83068,301.6,2016/12/16 9:00
AGOC-3A,4,1.65108,301.6,2016/12/16 9:00
Chlorodinine,4,1.63279,301.6,2016/12/16 9:00
Appluimonia,7,1.31494,301.6,2016/12/16 9:00
Methylosmolene,3,1.29313,301.6,2016/12/16 9:00
Appluimonia,2,0.84835,301.6,2016/12/16 9:00
AGOC-3A,3,0.81208,301.6,2016/12/16 9:00
Appluimonia,8,0.662949,301.6,2016/12/16 9:00
Appluimonia,3,0.611485,301.6,2016/12/16 9:00
Chlorodinine,8,0.608045,301.6,2016/12/16 9:00
Methylosmolene,7,0.587925,301.6,2016/12/16 9:00
Methylosmolene,8,0.566645,301.6,2016/12/16 9:00
Chlorodinine,5,0.487508,301.6,2016/12/16 9:00
Chlorodinine,2,0.455626,301.6,2016/12/16 9:00
Methylosmolene,6,0.439632,301.6,2016/12/16 9:00
Methylosmolene,2,0.435489,301.6,2016/12/16 9:00
Chlorodinine,7,0.411516,301.6,2016/12/16 9:00
Methylosmolene,1,0.353199,301.6,2016/12/16 9:00
Methylosmolene,5,0.338407,301.6,2016/12/16 9:00
AGOC-3A,7,0.295419,301.6,2016/12/16 9:00
Chlorodinine,6,0.292264,301.6,2016/12/16 9:00
Appluimonia,6,0.204917,301.6,2016/12/16 9:00
Appluimonia,1,0.176249,301.6,2016/12/16 9:00
Chlorodinine,9,0.162666,301.6,2016/12/16 9:00
Chlorodinine,3,0.154657,301.6,2016/12/16 9:00
AGOC-3A,1,0.153164,301.6,2016/12/16 9:00
Chlorodinine,1,0.12664,301.6,2016/12/16 9:00
AGOC-3A,5,0.120567,301.6,2016/12/16 9:00
AGOC-3A,6,0.116944,301.6,2016/12/16 9:00
Appluimonia,5,0.108788,301.6,2016/12/16 9:00
AGOC-3A,8,0.106411,301.6,2016/12/16 9:00
AGOC-3A,9,0.0904991,301.6,2016/12/16 9:00
AGOC-3A,2,0.0563761,301.6,2016/12/16 9:00
Appluimonia,9,0.0330453,301.6,2016/12/16 9:00
Methylosmolene,9,0.0178914,301.6,2016/12/16 9:00
Appluimonia,4,2.22097,301.6,2016/12/16 10:00
AGOC-3A,4,1.95368,301.6,2016/12/16 10:00
Methylosmolene,4,1.90223,301.6,2016/12/16 10:00
Chlorodinine,4,1.7667,301.6,2016/12/16 10:00
Appluimonia,5,1.4697,301.6,2016/12/16 10:00
AGOC-3A,7,1.21721,301.6,2016/12/16 10:00
Methylosmolene,9,1.19907,301.6,2016/12/16 10:00
AGOC-3A,8,0.880157,301.6,2016/12/16 10:00
AGOC-3A,5,0.829146,301.6,2016/12/16 10:00
Methylosmolene,5,0.788644,301.6,2016/12/16 10:00
Chlorodinine,3,0.713271,301.6,2016/12/16 10:00
Chlorodinine,7,0.695354,301.6,2016/12/16 10:00
Chlorodinine,5,0.642134,301.6,2016/12/16 10:00
Methylosmolene,7,0.639374,301.6,2016/12/16 10:00
AGOC-3A,2,0.622832,301.6,2016/12/16 10:00
AGOC-3A,9,0.608534,301.6,2016/12/16 10:00
AGOC-3A,3,0.545249,301.6,2016/12/16 10:00
Appluimonia,8,0.516927,301.6,2016/12/16 10:00
Appluimonia,7,0.505729,301.6,2016/12/16 10:00
AGOC-3A,6,0.493701,301.6,2016/12/16 10:00
Chlorodinine,1,0.414436,301.6,2016/12/16 10:00
Chlorodinine,8,0.41039,301.6,2016/12/16 10:00
AGOC-3A,1,0.408207,301.6,2016/12/16 10:00
Methylosmolene,6,0.401415,301.6,2016/12/16 10:00
Chlorodinine,6,0.399457,301.6,2016/12/16 10:00
Methylosmolene,1,0.326876,301.6,2016/12/16 10:00
Methylosmolene,2,0.244261,301.6,2016/12/16 10:00
Chlorodinine,2,0.198485,301.6,2016/12/16 10:00
Appluimonia,1,0.197422,301.6,2016/12/16 10:00
Methylosmolene,3,0.149856,301.6,2016/12/16 10:00
Appluimonia,6,0.132298,301.6,2016/12/16 10:00
Appluimonia,3,0.12725,301.6,2016/12/16 10:00
Chlorodinine,9,0.0966546,301.6,2016/12/16 10:00
Methylosmolene,8,0.0751785,301.6,2016/12/16 10:00
Appluimonia,2,0.0725201,301.6,2016/12/16 10:00
Appluimonia,9,0.0244069,301.6,2016/12/16 10:00
AGOC-3A,3,2.9925,295.2,2016/12/16 11:00
Methylosmolene,3,2.94672,295.2,2016/12/16 11:00
Chlorodinine,3,2.20143,295.2,2016/12/16 11:00
AGOC-3A,4,2.19632,295.2,2016/12/16 11:00
Appluimonia,4,2.02285,295.2,2016/12/16 11:00
Chlorodinine,4,1.92783,295.2,2016/12/16 11:00
Appluimonia,3,1.88117,295.2,2016/12/16 11:00
Methylosmolene,4,1.86223,295.2,2016/12/16 11:00
Methylosmolene,7,1.16497,295.2,2016/12/16 11:00
AGOC-3A,5,0.88143,295.2,2016/12/16 11:00
Methylosmolene,8,0.870731,295.2,2016/12/16 11:00
Appluimonia,5,0.787454,295.2,2016/12/16 11:00
Appluimonia,6,0.785829,295.2,2016/12/16 11:00
Appluimonia,9,0.717936,295.2,2016/12/16 11:00
Appluimonia,7,0.62152,295.2,2016/12/16 11:00
AGOC-3A,6,0.620179,295.2,2016/12/16 11:00
Methylosmolene,5,0.470284,295.2,2016/12/16 11:00
Chlorodinine,6,0.463368,295.2,2016/12/16 11:00
AGOC-3A,8,0.441521,295.2,2016/12/16 11:00
Methylosmolene,6,0.432928,295.2,2016/12/16 11:00
Appluimonia,8,0.401694,295.2,2016/12/16 11:00
Chlorodinine,5,0.307624,295.2,2016/12/16 11:00
Chlorodinine,7,0.268538,295.2,2016/12/16 11:00
Methylosmolene,9,0.25304,295.2,2016/12/16 11:00
Chlorodinine,8,0.251314,295.2,2016/12/16 11:00
AGOC-3A,9,0.222702,295.2,2016/12/16 11:00
Appluimonia,1,0.208027,295.2,2016/12/16 11:00
Chlorodinine,9,0.100333,295.2,2016/12/16 11:00
Chlorodinine,2,0.0884591,295.2,2016/12/16 11:00
Appluimonia,2,0.075386,295.2,2016/12/16 11:00
AGOC-3A,2,0.066492,295.2,2016/12/16 11:00
Methylosmolene,2,0.0457191,295.2,2016/12/16 11:00
Chlorodinine,1,0.0371171,295.2,2016/12/16 11:00
AGOC-3A,1,0.0208812,295.2,2016/12/16 11:00
Methylosmolene,1,0.00920575,295.2,2016/12/16 11:00
AGOC-3A,7,0.00320879,295.2,2016/12/16 11:00
Chlorodinine,6,3.04582,295.2,2016/12/16 12:00
AGOC-3A,4,2.08622,295.2,2016/12/16 12:00
Appluimonia,4,1.98767,295.2,2016/12/16 12:00
Methylosmolene,4,1.97551,295.2,2016/12/16 12:00
Chlorodinine,4,1.94407,295.2,2016/12/16 12:00
Chlorodinine,3,1.85044,295.2,2016/12/16 12:00
Methylosmolene,3,1.69686,295.2,2016/12/16 12:00
Methylosmolene,7,1.52642,295.2,2016/12/16 12:00
Methylosmolene,5,1.25472,295.2,2016/12/16 12:00
Appluimonia,7,1.13743,295.2,2016/12/16 12:00
Appluimonia,9,0.832645,295.2,2016/12/16 12:00
Appluimonia,3,0.814331,295.2,2016/12/16 12:00
AGOC-3A,7,0.800801,295.2,2016/12/16 12:00
Appluimonia,8,0.737495,295.2,2016/12/16 12:00
Appluimonia,6,0.725032,295.2,2016/12/16 12:00
Chlorodinine,7,0.704857,295.2,2016/12/16 12:00
AGOC-3A,9,0.693063,295.2,2016/12/16 12:00
Methylosmolene,8,0.625877,295.2,2016/12/16 12:00
Chlorodinine,9,0.617732,295.2,2016/12/16 12:00
AGOC-3A,8,0.590104,295.2,2016/12/16 12:00
Chlorodinine,2,0.552678,295.2,2016/12/16 12:00
Appluimonia,2,0.418771,295.2,2016/12/16 12:00
Chlorodinine,1,0.377607,295.2,2016/12/16 12:00
Chlorodinine,8,0.291542,295.2,2016/12/16 12:00
AGOC-3A,1,0.279334,295.2,2016/12/16 12:00
AGOC-3A,3,0.249833,295.2,2016/12/16 12:00
Methylosmolene,2,0.249251,295.2,2016/12/16 12:00
Methylosmolene,6,0.237759,295.2,2016/12/16 12:00
AGOC-3A,2,0.228057,295.2,2016/12/16 12:00
Methylosmolene,9,0.217421,295.2,2016/12/16 12:00
AGOC-3A,5,0.195216,295.2,2016/12/16 12:00
Chlorodinine,5,0.195161,295.2,2016/12/16 12:00
AGOC-3A,6,0.120563,295.2,2016/12/16 12:00
Appluimonia,5,0.0390172,295.2,2016/12/16 12:00
Methylosmolene,1,0.0292086,295.2,2016/12/16 12:00
Appluimonia,1,0.0188654,295.2,2016/12/16 12:00
Chlorodinine,6,7.58042,295.2,2016/12/16 13:00
Chlorodinine,3,2.98791,295.2,2016/12/16 13:00
AGOC-3A,4,2.23072,295.2,2016/12/16 13:00
Chlorodinine,4,2.051,295.2,2016/12/16 13:00
Appluimonia,4,1.83738,295.2,2016/12/16 13:00
Methylosmolene,4,1.77844,295.2,2016/12/16 13:00
Appluimonia,9,1.25119,295.2,2016/12/16 13:00
Methylosmolene,9,0.901439,295.2,2016/12/16 13:00
Appluimonia,5,0.79902,295.2,2016/12/16 13:00
Appluimonia,2,0.748349,295.2,2016/12/16 13:00
Chlorodinine,5,0.656291,295.2,2016/12/16 13:00
Chlorodinine,9,0.641405,295.2,2016/12/16 13:00
Methylosmolene,2,0.639181,295.2,2016/12/16 13:00
Methylosmolene,5,0.6368,295.2,2016/12/16 13:00
Chlorodinine,8,0.583246,295.2,2016/12/16 13:00
Chlorodinine,7,0.54898,295.2,2016/12/16 13:00
Chlorodinine,2,0.46875,295.2,2016/12/16 13:00
AGOC-3A,7,0.444402,295.2,2016/12/16 13:00
Methylosmolene,8,0.416482,295.2,2016/12/16 13:00
Methylosmolene,7,0.363046,295.2,2016/12/16 13:00
AGOC-3A,6,0.35541,295.2,2016/12/16 13:00
AGOC-3A,3,0.340676,295.2,2016/12/16 13:00
Methylosmolene,3,0.333983,295.2,2016/12/16 13:00
Appluimonia,3,0.326661,295.2,2016/12/16 13:00
Appluimonia,1,0.311613,295.2,2016/12/16 13:00
AGOC-3A,1,0.213727,295.2,2016/12/16 13:00
Methylosmolene,1,0.189127,295.2,2016/12/16 13:00
Methylosmolene,6,0.173717,295.2,2016/12/16 13:00
AGOC-3A,9,0.116068,295.2,2016/12/16 13:00
Appluimonia,7,0.114219,295.2,2016/12/16 13:00
Appluimonia,8,0.106948,295.2,2016/12/16 13:00
Chlorodinine,1,0.0701164,295.2,2016/12/16 13:00
Appluimonia,6,0.0593961,295.2,2016/12/16 13:00
AGOC-3A,2,0.0476678,295.2,2016/12/16 13:00
AGOC-3A,8,0.0225112,295.2,2016/12/16 13:00
AGOC-3A,5,0.0012348,295.2,2016/12/16 13:00
Chlorodinine,6,2.37566,286.8,2016/12/16 14:00
Methylosmolene,4,2.09875,286.8,2016/12/16 14:00
Appluimonia,4,2.06556,286.8,2016/12/16 14:00
AGOC-3A,4,1.87113,286.8,2016/12/16 14:00
Appluimonia,3,1.83196,286.8,2016/12/16 14:00
Appluimonia,7,1.56992,286.8,2016/12/16 14:00
Chlorodinine,4,1.56345,286.8,2016/12/16 14:00
AGOC-3A,3,1.52148,286.8,2016/12/16 14:00
Appluimonia,9,1.2914,286.8,2016/12/16 14:00
Methylosmolene,7,1.15726,286.8,2016/12/16 14:00
Methylosmolene,9,1.0238,286.8,2016/12/16 14:00
Methylosmolene,5,0.841481,286.8,2016/12/16 14:00
Chlorodinine,9,0.830727,286.8,2016/12/16 14:00
Methylosmolene,8,0.782651,286.8,2016/12/16 14:00
Methylosmolene,3,0.766302,286.8,2016/12/16 14:00
AGOC-3A,6,0.62634,286.8,2016/12/16 14:00
Appluimonia,2,0.624656,286.8,2016/12/16 14:00
Chlorodinine,5,0.584495,286.8,2016/12/16 14:00
AGOC-3A,5,0.524178,286.8,2016/12/16 14:00
AGOC-3A,9,0.522944,286.8,2016/12/16 14:00
AGOC-3A,1,0.442326,286.8,2016/12/16 14:00
AGOC-3A,7,0.43649,286.8,2016/12/16 14:00
Methylosmolene,6,0.400482,286.8,2016/12/16 14:00
Chlorodinine,3,0.386072,286.8,2016/12/16 14:00
Appluimonia,6,0.352251,286.8,2016/12/16 14:00
Methylosmolene,2,0.352102,286.8,2016/12/16 14:00
Appluimonia,5,0.338966,286.8,2016/12/16 14:00
Chlorodinine,2,0.32056,286.8,2016/12/16 14:00
Appluimonia,8,0.316065,286.8,2016/12/16 14:00
AGOC-3A,2,0.300448,286.8,2016/12/16 14:00
Chlorodinine,7,0.297398,286.8,2016/12/16 14:00
Chlorodinine,8,0.266262,286.8,2016/12/16 14:00
Chlorodinine,1,0.0927938,286.8,2016/12/16 14:00
AGOC-3A,8,0.0762178,286.8,2016/12/16 14:00
Methylosmolene,1,0.0296219,286.8,2016/12/16 14:00
Appluimonia,1,0.00705238,286.8,2016/12/16 14:00
Methylosmolene,4,2.29276,286.8,2016/12/16 15:00
AGOC-3A,4,2.12628,286.8,2016/12/16 15:00
Chlorodinine,4,1.8704,286.8,2016/12/16 15:00
Chlorodinine,3,1.85409,286.8,2016/12/16 15:00
Appluimonia,4,1.81151,286.8,2016/12/16 15:00
AGOC-3A,9,1.50904,286.8,2016/12/16 15:00
AGOC-3A,3,1.2684,286.8,2016/12/16 15:00
Appluimonia,5,0.927566,286.8,2016/12/16 15:00
AGOC-3A,7,0.813982,286.8,2016/12/16 15:00
Appluimonia,2,0.745775,286.8,2016/12/16 15:00
Appluimonia,3,0.695762,286.8,2016/12/16 15:00
Chlorodinine,9,0.693003,286.8,2016/12/16 15:00
Chlorodinine,5,0.68379,286.8,2016/12/16 15:00
AGOC-3A,5,0.625664,286.8,2016/12/16 15:00
Appluimonia,8,0.493421,286.8,2016/12/16 15:00
AGOC-3A,2,0.47395,286.8,2016/12/16 15:00
Appluimonia,7,0.473501,286.8,2016/12/16 15:00
Methylosmolene,6,0.472314,286.8,2016/12/16 15:00
Methylosmolene,5,0.453828,286.8,2016/12/16 15:00
Appluimonia,6,0.428948,286.8,2016/12/16 15:00
Methylosmolene,8,0.417095,286.8,2016/12/16 15:00
Methylosmolene,3,0.373288,286.8,2016/12/16 15:00
Appluimonia,9,0.35111,286.8,2016/12/16 15:00
Methylosmolene,2,0.349998,286.8,2016/12/16 15:00
AGOC-3A,6,0.328159,286.8,2016/12/16 15:00
Chlorodinine,1,0.309794,286.8,2016/12/16 15:00
AGOC-3A,8,0.265648,286.8,2016/12/16 15:00
Chlorodinine,7,0.165577,286.8,2016/12/16 15:00
Methylosmolene,1,0.149128,286.8,2016/12/16 15:00
Methylosmolene,9,0.137954,286.8,2016/12/16 15:00
Chlorodinine,8,0.128002,286.8,2016/12/16 15:00
Appluimonia,1,0.108326,286.8,2016/12/16 15:00
Methylosmolene,7,0.103196,286.8,2016/12/16 15:00
Chlorodinine,2,0.0850034,286.8,2016/12/16 15:00
Chlorodinine,6,0.0580191,286.8,2016/12/16 15:00
AGOC-3A,1,0.0330266,286.8,2016/12/16 15:00
Methylosmolene,4,2.12996,286.8,2016/12/16 16:00
Chlorodinine,4,1.94067,286.8,2016/12/16 16:00
AGOC-3A,4,1.89239,286.8,2016/12/16 16:00
Appluimonia,4,1.74093,286.8,2016/12/16 16:00
Appluimonia,9,0.9265,286.8,2016/12/16 16:00
AGOC-3A,9,0.876155,286.8,2016/12/16 16:00
Chlorodinine,3,0.763333,286.8,2016/12/16 16:00
Methylosmolene,3,0.721351,286.8,2016/12/16 16:00
Chlorodinine,7,0.590391,286.8,2016/12/16 16:00
AGOC-3A,8,0.533899,286.8,2016/12/16 16:00
Appluimonia,6,0.466788,286.8,2016/12/16 16:00
Chlorodinine,8,0.462353,286.8,2016/12/16 16:00
AGOC-3A,1,0.402785,286.8,2016/12/16 16:00
Methylosmolene,7,0.396812,286.8,2016/12/16 16:00
Methylosmolene,8,0.38808,286.8,2016/12/16 16:00
Chlorodinine,5,0.367369,286.8,2016/12/16 16:00
Appluimonia,3,0.359503,286.8,2016/12/16 16:00
Chlorodinine,9,0.342019,286.8,2016/12/16 16:00
Methylosmolene,1,0.340125,286.8,2016/12/16 16:00
AGOC-3A,6,0.293799,286.8,2016/12/16 16:00
Chlorodinine,6,0.279698,286.8,2016/12/16 16:00
Methylosmolene,6,0.275844,286.8,2016/12/16 16:00
AGOC-3A,3,0.274364,286.8,2016/12/16 16:00
Appluimonia,7,0.273584,286.8,2016/12/16 16:00
Methylosmolene,9,0.237409,286.8,2016/12/16 16:00
AGOC-3A,7,0.231108,286.8,2016/12/16 16:00
Appluimonia,2,0.169754,286.8,2016/12/16 16:00
Methylosmolene,2,0.112825,286.8,2016/12/16 16:00
Methylosmolene,5,0.0877973,286.8,2016/12/16 16:00
Appluimonia,1,0.0832366,286.8,2016/12/16 16:00
AGOC-3A,2,0.0818903,286.8,2016/12/16 16:00
Appluimonia,5,0.0728868,286.8,2016/12/16 16:00
Chlorodinine,2,0.0579941,286.8,2016/12/16 16:00
AGOC-3A,5,0.0442298,286.8,2016/12/16 16:00
Appluimonia,8,0.0365074,286.8,2016/12/16 16:00
Chlorodinine,1,0.0223252,286.8,2016/12/16 16:00
AGOC-3A,3,2.26882,276.2,2016/12/16 17:00
Chlorodinine,4,2.18261,276.2,2016/12/16 17:00
Chlorodinine,5,2.12523,276.2,2016/12/16 17:00
Appluimonia,4,2.10557,276.2,2016/12/16 17:00
AGOC-3A,4,2.06881,276.2,2016/12/16 17:00
Methylosmolene,4,1.92827,276.2,2016/12/16 17:00
Appluimonia,3,1.24377,276.2,2016/12/16 17:00
Methylosmolene,9,0.957154,276.2,2016/12/16 17:00
Chlorodinine,7,0.840347,276.2,2016/12/16 17:00
Methylosmolene,1,0.773302,276.2,2016/12/16 17:00
Appluimonia,6,0.721863,276.2,2016/12/16 17:00
Chlorodinine,3,0.71904,276.2,2016/12/16 17:00
Appluimonia,7,0.711006,276.2,2016/12/16 17:00
AGOC-3A,2,0.68022,276.2,2016/12/16 17:00
Methylosmolene,7,0.670326,276.2,2016/12/16 17:00
Chlorodinine,6,0.594566,276.2,2016/12/16 17:00
Methylosmolene,8,0.525321,276.2,2016/12/16 17:00
AGOC-3A,1,0.426138,276.2,2016/12/16 17:00
AGOC-3A,8,0.419791,276.2,2016/12/16 17:00
Chlorodinine,9,0.388951,276.2,2016/12/16 17:00
Methylosmolene,5,0.387173,276.2,2016/12/16 17:00
AGOC-3A,6,0.38569,276.2,2016/12/16 17:00
Appluimonia,2,0.363546,276.2,2016/12/16 17:00
AGOC-3A,9,0.353801,276.2,2016/12/16 17:00
Appluimonia,9,0.320674,276.2,2016/12/16 17:00
AGOC-3A,7,0.320288,276.2,2016/12/16 17:00
AGOC-3A,5,0.318536,276.2,2016/12/16 17:00
Appluimonia,5,0.259719,276.2,2016/12/16 17:00
Appluimonia,1,0.167677,276.2,2016/12/16 17:00
Methylosmolene,3,0.165314,276.2,2016/12/16 17:00
Appluimonia,8,0.156494,276.2,2016/12/16 17:00
Chlorodinine,1,0.14477,276.2,2016/12/16 17:00
Methylosmolene,6,0.0645117,276.2,2016/12/16 17:00
Methylosmolene,2,0.0640924,276.2,2016/12/16 17:00
Chlorodinine,8,0.0207513,276.2,2016/12/16 17:00
Chlorodinine,2,0.00291282,276.2,2016/12/16 17:00
Methylosmolene,3,3.19956,276.2,2016/12/16 18:00
Appluimonia,4,2.26811,276.2,2016/12/16 18:00
Methylosmolene,4,2.21753,276.2,2016/12/16 18:00
Chlorodinine,4,1.8633,276.2,2016/12/16 18:00
AGOC-3A,4,1.48981,276.2,2016/12/16 18:00
Chlorodinine,9,1.25505,276.2,2016/12/16 18:00
Chlorodinine,7,1.05091,276.2,2016/12/16 18:00
Methylosmolene,5,1.04319,276.2,2016/12/16 18:00
AGOC-3A,3,1.0147,276.2,2016/12/16 18:00
AGOC-3A,8,0.94361,276.2,2016/12/16 18:00
AGOC-3A,2,0.864826,276.2,2016/12/16 18:00
Methylosmolene,7,0.76237,276.2,2016/12/16 18:00
AGOC-3A,1,0.6588,276.2,2016/12/16 18:00
Appluimonia,6,0.622266,276.2,2016/12/16 18:00
Chlorodinine,6,0.611577,276.2,2016/12/16 18:00
Chlorodinine,3,0.545249,276.2,2016/12/16 18:00
Appluimonia,3,0.536189,276.2,2016/12/16 18:00
Chlorodinine,8,0.444076,276.2,2016/12/16 18:00
Appluimonia,2,0.410584,276.2,2016/12/16 18:00
AGOC-3A,9,0.385717,276.2,2016/12/16 18:00
AGOC-3A,7,0.365522,276.2,2016/12/16 18:00
Appluimonia,9,0.343719,276.2,2016/12/16 18:00
Methylosmolene,6,0.313177,276.2,2016/12/16 18:00
Methylosmolene,8,0.294238,276.2,2016/12/16 18:00
Chlorodinine,2,0.265029,276.2,2016/12/16 18:00
Appluimonia,8,0.201253,276.2,2016/12/16 18:00
AGOC-3A,6,0.169756,276.2,2016/12/16 18:00
AGOC-3A,5,0.162504,276.2,2016/12/16 18:00
Appluimonia,7,0.158244,276.2,2016/12/16 18:00
Methylosmolene,1,0.147436,276.2,2016/12/16 18:00
Appluimonia,1,0.145152,276.2,2016/12/16 18:00
Methylosmolene,9,0.0861327,276.2,2016/12/16 18:00
Appluimonia,5,0.0538827,276.2,2016/12/16 18:00
Chlorodinine,1,0.0310476,276.2,2016/12/16 18:00
Methylosmolene,2,0.0243351,276.2,2016/12/16 18:00
Chlorodinine,5,0.0218159,276.2,2016/12/16 18:00
AGOC-3A,6,74.27616,276.2,2016/12/16 19:00
AGOC-3A,6,7.97407,276.2,2016/12/16 19:00
Chlorodinine,3,4.11764,276.2,2016/12/16 19:00
Appluimonia,3,2.36817,276.2,2016/12/16 19:00
Chlorodinine,4,2.08588,276.2,2016/12/16 19:00
AGOC-3A,4,1.89725,276.2,2016/12/16 19:00
Appluimonia,4,1.77461,276.2,2016/12/16 19:00
Methylosmolene,4,1.73979,276.2,2016/12/16 19:00
Methylosmolene,3,1.39146,276.2,2016/12/16 19:00
AGOC-3A,7,1.35221,276.2,2016/12/16 19:00
Methylosmolene,5,0.774506,276.2,2016/12/16 19:00
AGOC-3A,5,0.537873,276.2,2016/12/16 19:00
Methylosmolene,9,0.478698,276.2,2016/12/16 19:00
Appluimonia,5,0.469678,276.2,2016/12/16 19:00
AGOC-3A,2,0.400099,276.2,2016/12/16 19:00
Methylosmolene,2,0.395362,276.2,2016/12/16 19:00
AGOC-3A,1,0.369864,276.2,2016/12/16 19:00
AGOC-3A,3,0.353373,276.2,2016/12/16 19:00
Chlorodinine,9,0.32954,276.2,2016/12/16 19:00
Appluimonia,6,0.308428,276.2,2016/12/16 19:00
Appluimonia,9,0.29448,276.2,2016/12/16 19:00
Methylosmolene,7,0.232446,276.2,2016/12/16 19:00
Chlorodinine,5,0.223411,276.2,2016/12/16 19:00
Appluimonia,1,0.215645,276.2,2016/12/16 19:00
Appluimonia,7,0.210794,276.2,2016/12/16 19:00
Appluimonia,2,0.206717,276.2,2016/12/16 19:00
Chlorodinine,7,0.203835,276.2,2016/12/16 19:00
Chlorodinine,6,0.185183,276.2,2016/12/16 19:00
AGOC-3A,9,0.134072,276.2,2016/12/16 19:00
Methylosmolene,8,0.127055,276.2,2016/12/16 19:00
Methylosmolene,1,0.125903,276.2,2016/12/16 19:00
Chlorodinine,8,0.0545757,276.2,2016/12/16 19:00
AGOC-3A,8,0.0541756,276.2,2016/12/16 19:00
Appluimonia,8,0.046011,276.2,2016/12/16 19:00
Chlorodinine,2,0.0020779,276.2,2016/12/16 19:00
Chlorodinine,1,0.00159146,276.2,2016/12/16 19:00
Methylosmolene,3,3.36502,227.1,2016/12/16 20:00
AGOC-3A,4,2.30593,227.1,2016/12/16 20:00
Appluimonia,4,2.14941,227.1,2016/12/16 20:00
Methylosmolene,4,2.08692,227.1,2016/12/16 20:00
Chlorodinine,4,1.97084,227.1,2016/12/16 20:00
Appluimonia,5,1.47123,227.1,2016/12/16 20:00
Appluimonia,9,1.06099,227.1,2016/12/16 20:00
Methylosmolene,1,1.00187,227.1,2016/12/16 20:00
Chlorodinine,9,0.886564,227.1,2016/12/16 20:00
Chlorodinine,3,0.86473,227.1,2016/12/16 20:00
Methylosmolene,2,0.833869,227.1,2016/12/16 20:00
AGOC-3A,9,0.820686,227.1,2016/12/16 20:00
Methylosmolene,5,0.820656,227.1,2016/12/16 20:00
AGOC-3A,5,0.756643,227.1,2016/12/16 20:00
Chlorodinine,5,0.702093,227.1,2016/12/16 20:00
AGOC-3A,3,0.69064,227.1,2016/12/16 20:00
Appluimonia,6,0.683348,227.1,2016/12/16 20:00
Methylosmolene,6,0.607734,227.1,2016/12/16 20:00
Methylosmolene,7,0.532646,227.1,2016/12/16 20:00
Appluimonia,7,0.509907,227.1,2016/12/16 20:00
Chlorodinine,8,0.506428,227.1,2016/12/16 20:00
Appluimonia,3,0.413837,227.1,2016/12/16 20:00
Chlorodinine,7,0.411363,227.1,2016/12/16 20:00
Chlorodinine,6,0.393106,227.1,2016/12/16 20:00
Chlorodinine,1,0.339013,227.1,2016/12/16 20:00
Appluimonia,2,0.293704,227.1,2016/12/16 20:00
AGOC-3A,7,0.251322,227.1,2016/12/16 20:00
Methylosmolene,9,0.227296,227.1,2016/12/16 20:00
Appluimonia,8,0.216435,227.1,2016/12/16 20:00
AGOC-3A,2,0.211292,227.1,2016/12/16 20:00
AGOC-3A,6,0.1808,227.1,2016/12/16 20:00
AGOC-3A,1,0.161148,227.1,2016/12/16 20:00
AGOC-3A,8,0.139779,227.1,2016/12/16 20:00
Appluimonia,1,0.114068,227.1,2016/12/16 20:00
Methylosmolene,8,0.109925,227.1,2016/12/16 20:00
Chlorodinine,2,0.00280822,227.1,2016/12/16 20:00
AGOC-3A,3,2.08404,227.1,2016/12/16 21:00
Chlorodinine,4,2.05738,227.1,2016/12/16 21:00
AGOC-3A,4,1.99816,227.1,2016/12/16 21:00
Appluimonia,4,1.92881,227.1,2016/12/16 21:00
Methylosmolene,4,1.78175,227.1,2016/12/16 21:00
Chlorodinine,3,1.42593,227.1,2016/12/16 21:00
Methylosmolene,8,1.22489,227.1,2016/12/16 21:00
Chlorodinine,9,1.18207,227.1,2016/12/16 21:00
Appluimonia,7,1.0459,227.1,2016/12/16 21:00
Appluimonia,5,0.771416,227.1,2016/12/16 21:00
